date,topic,text,text_clean
2025-10-26T15:32:43+00:00,5,"Персонального ""цифрового двойника"" для контроля здоровья разработали в России - он анализирует всю медицинскую историю пользователя, рассказали РИА Новости в пресс-службе Платформы Национальной технологической инициативы. Стартап Lissa Health разработал персонального ""цифрового двойника"" здоровья на основе технологий ИИ. Платформа анализирует не отдельные разрозненные анализы, а всю совокупность данных медицинской истории. Такая модель не привязана к какой-либо клинике. ИИ-платформа может экономить врачам до 40-50% рабочего времени и обеспечит пациентам контроль мединформации. Подписаться на РИА Новости",персонального цифрового двойника для контроля здоровья разработали в россии он анализирует всю медицинскую историю пользователя рассказали риа новости в пресс службе платформы национальной технологической инициативы стартап lissa health разработал персонального цифрового двойника здоровья на основе технологий ии платформа анализирует не отдельные разрозненные анализы а всю совокупность данных медицинской истории такая модель не привязана к какой либо клинике ии платформа может экономить врачам до рабочего времени и обеспечит пациентам контроль мединформации подписаться на риа новости
2025-10-26T11:51:38+00:00,6,"Путин сообщил, что лидеры других стран поддержали идею о создании Евразийской киноакадемии. Об этом он заявил, поздравляя режиссера Никиту Михалкова с юбилеем в театре ""Мастерская ""12"" во вторник. Кадры посещения показали в программе ""Москва. Кремль. Путин"" на телеканале ""Россия 1"". Подписаться на РИА Новости",путин сообщил что лидеры других стран поддержали идею о создании евразийской киноакадемии об этом он заявил поздравляя режиссера никиту михалкова с юбилеем в театре мастерская во вторник кадры посещения показали в программе москва кремль путин на телеканале россия подписаться на риа новости
2025-11-01T11:46:16+00:00,10,"Глава курской стройфирмы Синьговский приговорен к четырем годам лишения свободы по делу о растрате при строительстве фортификаций, передает корреспондент ТАСС.",глава курской стройфирмы синьговский приговорен к четырем годам лишения свободы по делу о растрате при строительстве фортификаций передает корреспондент тасс
2025-11-01T11:44:33+00:00,3,"Расчеты орудий и дронов Южной группировки войск уничтожили пункт управления БПЛА, бронемашину и миномет ВСУ в районе Северска, сообщили в МО РФ. Видео: Минобороны России/ТАСС",расчеты орудий и дронов южной группировки войск уничтожили пункт управления бпла бронемашину и миномет всу в районе северска сообщили в мо рф видео минобороны россии тасс
2025-11-01T11:31:01+00:00,3,"В Купянске ударом российского FPV-дрона уничтожили замкомандира бригады ВСУ, сообщили ТАСС силовики. Командование ВСУ этот факт скрывает, потому что тем самым косвенно признает ""котел"" в населенном пункте.",в купянске ударом российского fpv дрона уничтожили замкомандира бригады всу сообщили тасс силовики командование всу этот факт скрывает потому что тем самым косвенно признает котел в населенном пункте
2025-11-01T11:19:01+00:00,10,"В Петербурге задержан 13-летний подросток за попытку поджечь отдел полиции, сообщили в городском главке СК. Также возбуждено уголовное дело в отношении другого 12-летнего мальчика за попытку поджога служебных машин. Предварительно, подростки стали жертвами мошенников, которые через мессенджер угрозами заставили их совершить противоправные действия.",в петербурге задержан летний подросток за попытку поджечь отдел полиции сообщили в городском главке ск также возбуждено уголовное дело в отношении другого летнего мальчика за попытку поджога служебных машин предварительно подростки стали жертвами мошенников которые через мессенджер угрозами заставили их совершить противоправные действия
2025-11-01T11:04:01+00:00,3,"Спонсирование Киева без активов РФ станет тяжким бременем для ЕС, считает Euronews. Телеканал отмечает, что если план экспроприации ""рухнет под давлением Бельгии"", то вся тяжесть финансирования Украины ложится на бюджеты стран ЕС. Учитывая, что задолженность государств еврозоны превышает 90% их ВВП, новые кредиты несут серьезные системные риски для Европы. Подпишись на ТАСС в Max",спонсирование киева без активов рф станет тяжким бременем для ес считает euronews телеканал отмечает что если план экспроприации рухнет под давлением бельгии то вся тяжесть финансирования украины ложится на бюджеты стран ес учитывая что задолженность государств еврозоны превышает их ввп новые кредиты несут серьезные системные риски для европы подпишись на тасс в max
2025-11-01T08:52:01+00:00,6,"Вуди Харрельсон исключил возвращение к роли в ""Настоящем детективе"", поскольку ""съемки нового сезона лишь испохабят его"", заявил он в интервью NBC. Слухи о возможном новом сезоне усилились после рассказа создателя сериала о том, что у него есть новый сюжет для актеров. Подпишись на ТАСС в Max",вуди харрельсон исключил возвращение к роли в настоящем детективе поскольку съемки нового сезона лишь испохабят его заявил он в интервью nbc слухи о возможном новом сезоне усилились после рассказа создателя сериала о том что у него есть новый сюжет для актеров подпишись на тасс в max
2025-11-01T08:46:01+00:00,10,"Суд арестовал до 30 декабря мужчину, обвиняемого в убийстве матери — ее тело без головы нашли в лесопарке в Екатеринбурге, сообщили в объединенной пресс-службе судов Свердловской области.",суд арестовал до декабря мужчину обвиняемого в убийстве матери ее тело без головы нашли в лесопарке в екатеринбурге сообщили в объединенной пресс службе судов свердловской области
2025-11-01T08:42:01+00:00,3,"РФ может потребовать у Европы компенсацию в €200 млрд за финансирование Украины после завершения конфликта, сообщил член финской партии ""Альянс свободы"" Армандо Мема. Он отметил, что мир невозможен, пока европейцы не перестанут быть высокомерными.",рф может потребовать у европы компенсацию в млрд за финансирование украины после завершения конфликта сообщил член финской партии альянс свободы армандо мема он отметил что мир невозможен пока европейцы не перестанут быть высокомерными
2025-11-01T08:16:01+00:00,10,"Женщина через поцелуй пыталась передать наркотики мужчине в суде, сообщили в прокуратуре. Она осуждена на 10 лет тюрьмы. Преступница приехала с веществами к суду в Новосибирске и дождалась сожителя, доставленного для рассмотрения дела. Увидев его, она поцеловала мужчину в губы, попытавшись передать наркотик, но пристав обо всем догадался и остановил ее.",женщина через поцелуй пыталась передать наркотики мужчине в суде сообщили в прокуратуре она осуждена на лет тюрьмы преступница приехала с веществами к суду в новосибирске и дождалась сожителя доставленного для рассмотрения дела увидев его она поцеловала мужчину в губы попытавшись передать наркотик но пристав обо всем догадался и остановил ее
2025-11-01T07:51:01+00:00,1,"Активный центр, вспышки из которого уже на следующей неделе могут начать влиять на Землю, полностью вышел на видимую сторону Солнца, сообщает лаборатория солнечной астрономии ИКИ РАН и ИСЗФ СО РАН. Видео: Telegram-канал лаборатории солнечной астрономии ИКИ РАН",активный центр вспышки из которого уже на следующей неделе могут начать влиять на землю полностью вышел на видимую сторону солнца сообщает лаборатория солнечной астрономии ики ран и исзф со ран видео telegram канал лаборатории солнечной астрономии ики ран
2025-11-01T06:47:01+00:00,3,"Володин рассказал о законах, вступающих в силу в ноябре: Закон о штрафах за неустранение нарушений при подготовке к отопительному периоду начнет работать с 7 ноября. Для юридических лиц — штраф до 40 тысяч рублей, для должностных лиц — до 10 тысяч рублей; Закон о проверке сведений об абонентах вступает в силу с 1 ноября. Операторы не вправе обслуживать номера, не проверив сведения о них; Наследников начнут своевременно информировать о долгах наследователя с 24 ноября; 30 ноября заканчивается период постановки иностранных граждан на учет, соответствующий закон вступил в силу в сентябре. Подпишись на ТАСС в Max",володин рассказал о законах вступающих в силу в ноябре закон о штрафах за неустранение нарушений при подготовке к отопительному периоду начнет работать с ноября для юридических лиц штраф до тысяч рублей для должностных лиц до тысяч рублей закон о проверке сведений об абонентах вступает в силу с ноября операторы не вправе обслуживать номера не проверив сведения о них наследников начнут своевременно информировать о долгах наследователя с ноября ноября заканчивается период постановки иностранных граждан на учет соответствующий закон вступил в силу в сентябре подпишись на тасс в max
2025-11-01T06:41:01+00:00,10,"Драгоценности из Лувра хотели продать израильской фирме через даркнет, сообщает Bild. Компания CGI Group, специализирующаяся на вопросах безопасности и аналитике, рассказала, что ей предложили приобрести часть украшений через даркнет, уточнила газета. Фирма сообщила в органы, но это не помогло вернуть украденные драгоценности.",драгоценности из лувра хотели продать израильской фирме через даркнет сообщает bild компания cgi group специализирующаяся на вопросах безопасности и аналитике рассказала что ей предложили приобрести часть украшений через даркнет уточнила газета фирма сообщила в органы но это не помогло вернуть украденные драгоценности
2025-11-01T06:37:01+00:00,10,"Объявленный в розыск бизнесмен Горбунов заочно арестован по обвинению в вымогательстве, сообщили в объединенной пресс-службе судов Свердловской области.",объявленный в розыск бизнесмен горбунов заочно арестован по обвинению в вымогательстве сообщили в объединенной пресс службе судов свердловской области
2025-11-01T06:34:01+00:00,10,"Российскую туристку приговорили к шести месяцам заключения за поджог тополиного пуха в парке в Сеуле, сообщает YTN. Туристка в алкогольном опьянении не стала обращаться в экстренные службы и скрылась. Отмечается, что после поджога огонь охватил около 500 кв. м, его удалось потушить только через час.",российскую туристку приговорили к шести месяцам заключения за поджог тополиного пуха в парке в сеуле сообщает ytn туристка в алкогольном опьянении не стала обращаться в экстренные службы и скрылась отмечается что после поджога огонь охватил около кв м его удалось потушить только через час
2025-11-01T06:29:04+00:00,3,Южная группировка уничтожила 11 пунктов управления беспилотниками противника и не менее 30 украинских боевиков на константиновском направлении. Видео: Минобороны России/ТАСС,южная группировка уничтожила пунктов управления беспилотниками противника и не менее украинских боевиков на константиновском направлении видео минобороны россии тасс
2025-11-01T03:25:12+00:00,3,"Декларация саммита АТЭС утверждена консенсусом, также утверждены тематические заявления лидеров, заявил посол МИД РФ Бердыев. Утвержденные на саммите документы отвечают российским интересам и не содержат геополитики, отметил он.",декларация саммита атэс утверждена консенсусом также утверждены тематические заявления лидеров заявил посол мид рф бердыев утвержденные на саммите документы отвечают российским интересам и не содержат геополитики отметил он
2025-11-01T03:16:46+00:00,10,"План ""Ковер"" в Пензенской области отменен, сообщает ГУ МЧС. Подпишись на ТАСС в Max",план ковер в пензенской области отменен сообщает гу мчс подпишись на тасс в max
2025-11-01T03:14:21+00:00,4,"ЦБ может понизить ключевую ставку до 15,5-16% на следующем заседании, заявил ТАСС зампред комитета СФ по бюджету и финансовым рынкам Андрей Епишин.",цб может понизить ключевую ставку до на следующем заседании заявил тасс зампред комитета сф по бюджету и финансовым рынкам андрей епишин
2025-11-01T03:02:37+00:00,3,"ВС РФ нанесли удар по Яворовскому полигону на Украине, сообщили ТАСС в российских силовых структурах.",вс рф нанесли удар по яворовскому полигону на украине сообщили тасс в российских силовых структурах
2025-11-01T02:57:48+00:00,0,"Вильфанд сообщил, что в шести округах России ожидается теплый ноябрь. Речь идет о Северо-Западном, Центральном, Уральском, Приволжском, Южном и Сибирском федеральных округах.",вильфанд сообщил что в шести округах россии ожидается теплый ноябрь речь идет о северо западном центральном уральском приволжском южном и сибирском федеральных округах
2025-10-29T10:11:01+00:00,3,"Студенты-медики могут перейти на платное обучение вместо отработки целевого в случае принятия поправок в ФЗ, сообщила замминистра здравоохранения РФ Семенова: ""Люди, которые учатся за наши средства, средства налогоплательщиков, должны потом пойти работать в систему [здравоохранения]. Не хочешь работать в системе — перейди на платное место"".",студенты медики могут перейти на платное обучение вместо отработки целевого в случае принятия поправок в фз сообщила замминистра здравоохранения рф семенова люди которые учатся за наши средства средства налогоплательщиков должны потом пойти работать в систему здравоохранения не хочешь работать в системе перейди на платное место
2025-11-01T18:20:56+00:00,7,"Что бы такого посмотреть интересного Собрали 6 свежих фильмов с историями, которые цепляют куда сильнее очередного блокбастера. От ледяных пустошей до виртуальных миров, от реальной драмы до философии — в этой подборке только то, что действительно стоит вашего вечера. Приятного просмотра: https://kod.ru/top-6-novykh-filmov-nov-2025",что бы такого посмотреть интересного собрали свежих фильмов с историями которые цепляют куда сильнее очередного блокбастера от ледяных пустошей до виртуальных миров от реальной драмы до философии в этой подборке только то что действительно стоит вашего вечера приятного просмотра
2025-11-01T15:05:41+00:00,1,"Смарт-часы, чтобы общаться под водой У крупных ритейлеров стартовали продажи HUAWEI WATCH Ultimate 2 со специальной фишкой для дайверов. Она позволяет отправлять страхующему напарнику популярные текстовые шаблоны или сигнал SOS, чтобы опыт погружения был комфортным и безопасным. А ещё HUAWEI WATCH Ultimate 2 — это единственные умные часы в мире, которые позволяют погружаться на глубину до 150 метров и поддерживать подводную связь на основе гидролокатора. Алексей Молчанов, чемпион мира по фридайвингу, уже протестировал смарт-часы в деле: «Способность часов работать без подзарядки измеряется сутками – во время теста мне, признаться, так и не удалось их разрядить. Каждый раз, когда спустя несколько дней использования я ставил их на зарядку, в часах оставалось еще много “энергии”». #партнерский_пост",смарт часы чтобы общаться под водой у крупных ритейлеров стартовали продажи huawei watch ultimate со специальной фишкой для дайверов она позволяет отправлять страхующему напарнику популярные текстовые шаблоны или сигнал sos чтобы опыт погружения был комфортным и безопасным а ещё huawei watch ultimate это единственные умные часы в мире которые позволяют погружаться на глубину до метров и поддерживать подводную связь на основе гидролокатора алексей молчанов чемпион мира по фридайвингу уже протестировал смарт часы в деле способность часов работать без подзарядки измеряется сутками во время теста мне признаться так и не удалось их разрядить каждый раз когда спустя несколько дней использования я ставил их на зарядку в часах оставалось еще много энергии
2025-11-01T11:33:21+00:00,3,"Новые законы ноября По ссылке собрали список новых законов, которые вступили или вступят в силу в ноябре — от новых ограничений мобильных операторов до изменений в налогах. https://kod.ru/novie-zakoni-november-2025",новые законы ноября по ссылке собрали список новых законов которые вступили или вступят в силу в ноябре от новых ограничений мобильных операторов до изменений в налогах
2025-11-01T07:11:04+00:00,0,"Суббота. Немного новостей: МТС запустила оплату по QR-коду в Таиланде через приложение «Мой МТС»: https://kod.ru/mts-zapustila-qr-oplatu-thailand М.Видео объявила о скором начале продаж смарт-часов Huawei Watch Ultimate 2: https://kod.ru/prodaji-huawei-watch-ultimate-2 $2,3 | $110,1K | ₽80,89",суббота немного новостей мтс запустила оплату по qr коду в таиланде через приложение мой мтс м видео объявила о скором начале продаж смарт часов huawei watch ultimate k
2025-10-31T21:54:26+00:00,7,Бу-у-у-у-у-у-у Новые коллекционные подарки Telegram в честь Хэллоуина. Подписаться,бу у у у у у у новые коллекционные подарки telegram в честь хэллоуина подписаться
2025-10-31T16:59:58+00:00,2,"Зачем ставить macOS 26? Как минимум, ради этих 10 фишек. Собрали не только визуальные «рюшечки», но и настройки для настоящих для power-юзеров: https://kod.ru/top-10-fishek-macos-26-tahoe",зачем ставить macos как минимум ради этих фишек собрали не только визуальные рюшечки но и настройки для настоящих для power юзеров
2025-10-31T12:12:16+00:00,0,"Как не остаться без Telegram В России блокируют получение кодов для регистрации и входа в Telegram, и это серьёзное ограничение, из-за которого можно навсегда потерять доступ к своему аккаунту. Рассказываем, как обезопасить доступ к своему профилю и всегда иметь возможность в него войти. Обязательно прочитайте и поделитесь с близкими: https://kod.ru/kak-ne-poteryat-dostup-k-telegram-iz-za-sms Следить за развитием ситуации",как не остаться без telegram в россии блокируют получение кодов для регистрации и входа в telegram и это серьёзное ограничение из за которого можно навсегда потерять доступ к своему аккаунту рассказываем как обезопасить доступ к своему профилю и всегда иметь возможность в него войти обязательно прочитайте и поделитесь с близкими следить за развитием ситуации
2025-10-31T06:51:01+00:00,0,"С Хэллоуином, немного новостей на утро: SpaceX представила ракету Starship HLS, на которой собираются отправить астронавтов на Луну. По ссылке новые рендеры корабля — как внешнего вида, так и интерьера: https://kod.ru/spacex-pokazala-starship-hls Тим Кук подтвердил, что обновлённая версия Siri появится в следующем году. По его словам, всё «продвигается в соответствии с планом»: https://kod.ru/apple-new-siri-next-year Google разрешила разработчикам из США обходить комиссию Google Play. Всё из-за предписания по судебному делу Epic Games от 2020 года: https://kod.ru/google-razreshila-oplati-vne-google-play Трамп помиловал основателя Binance Чанпэна Чжао. Ранее он был осуждён по обвинениям в отмывании денег. https://kod.ru/tramp-pomiloval-glavu-binance Слухи: трейлер Half-Life 3 могут показать уже в ноябре. Об этом заявил известный инсайдер. https://kod.ru/half-life-3-mogut-pokazat-trailer $2,16 | $109,1K | ₽80,11",с хэллоуином немного новостей на утро spacex представила ракету starship hls на которой собираются отправить астронавтов на луну по ссылке новые рендеры корабля как внешнего вида так и интерьера тим кук подтвердил что обновлённая версия siri появится в следующем году по его словам всё продвигается в соответствии с планом google разрешила разработчикам из сша обходить комиссию google play всё из за предписания по судебному делу epic games от года трамп помиловал основателя binance чанпэна чжао ранее он был осуждён по обвинениям в отмывании денег слухи трейлер half life могут показать уже в ноябре об этом заявил известный инсайдер k
2025-10-30T17:45:47+00:00,1,"Яндекс 360: курс на ИИ и безопасность Сегодня на конференции Yandex Connect Яндекс 360 представил технологические обновления. Главное — on-premises-версии 11 сервисов Яндекс 360. Компании смогут полностью развернуть их у себя, сохранив безопасность и автономность. Параллельно развивается функциональность и появляются новые возможности: ИИ-ассистент Алиса Про поможет искать информацию в массивах данных; Телемост объединит мессенджер и видеовстречи; Документы получат ИИ-ассистента для анализа таблиц и возможность совместной работы до 400 пользователей. Подписаться",яндекс курс на ии и безопасность сегодня на конференции yandex connect яндекс представил технологические обновления главное on premises версии сервисов яндекс компании смогут полностью развернуть их у себя сохранив безопасность и автономность параллельно развивается функциональность и появляются новые возможности ии ассистент алиса про поможет искать информацию в массивах данных телемост объединит мессенджер и видеовстречи документы получат ии ассистента для анализа таблиц и возможность совместной работы до пользователей подписаться
2025-10-30T13:26:55+00:00,10,"За красивой картинкой скрывался скам на 500 млн долларов Пока закрывшийся криптокошелёк Fintopio подавал признаки «развития» и даже имел свою гоночную команду, связанный с ним 38-летний криптобизнесмен Роман Новак активно проворачивал «грязные дела». Стало известно, кого обманул криптобизнесмен, выдававший себя за друга Павла Дурова, и где он мог скрыться: ↖ https://kod.ru/kogo-obmanul-novak",за красивой картинкой скрывался скам на млн долларов пока закрывшийся криптокошелёк fintopio подавал признаки развития и даже имел свою гоночную команду связанный с ним летний криптобизнесмен роман новак активно проворачивал грязные дела стало известно кого обманул криптобизнесмен выдававший себя за друга павла дурова и где он мог скрыться
2025-10-30T09:01:27+00:00,0,"Скоро останемся без SMS от Telegram? Telegram начал поэтапно разворачивать в РФ функцию отправки SMS-кодов за счёт пользователей. Это будет принудительная функция? Что за это дают в обмен? Собрали всё, что известно о ситуации: ↖ https://kod.ru/telegram-p2pl-rus",скоро останемся без sms от telegram telegram начал поэтапно разворачивать в рф функцию отправки sms кодов за счёт пользователей это будет принудительная функция что за это дают в обмен собрали всё что известно о ситуации
2025-10-29T17:00:06+00:00,1,"Бюджетненько Nothing анонсировала новый бюджетный смартфон Phone (3a) Lite, который получил спорную функцию показа рекламы на заблокированном экране. Технические характеристики, цены и другие детали: ↖ https://kod.ru/nothing-phone-3a-lite",бюджетненько nothing анонсировала новый бюджетный смартфон phone a lite который получил спорную функцию показа рекламы на заблокированном экране технические характеристики цены и другие детали
2025-10-29T16:00:01+00:00,0,"Алиса, помоги решить городские задачи В Яндекс Go появится чат с Алисой AI, которой можно будет поручить помощь в заказе такси, сборе корзины продуктов, выборе ресторана и бронировании там столика, а также оформлении доставки. Пользователи смогут общаться с Алисой AI текстом или голосом и при этом формулировать запросы так, как они приходят в голову. Примеры запросов и другие подробности: ↖ https://kod.ru/alisa-ai-v-yandex-go",алиса помоги решить городские задачи в яндекс go появится чат с алисой ai которой можно будет поручить помощь в заказе такси сборе корзины продуктов выборе ресторана и бронировании там столика а также оформлении доставки пользователи смогут общаться с алисой ai текстом или голосом и при этом формулировать запросы так как они приходят в голову примеры запросов и другие подробности
2025-10-29T10:15:10+00:00,2,"Какой оператор самый безопасный? Согласно исследованию ComNews Research «Информационная безопасность абонентов сотовой связи», билайн второй год подряд признан самым безопасным оператором среди «большой четвёрки». Аналитики в числе прочего отметили у оператора: собственную антифрод-платформу; сбалансированное предложение услуг безопасности; сильные механизмы защиты от методов социальной инженерии; наличие Группы быстрого реагирования на мошеннические инциденты; количество банков, с которыми налажен обмен информацией по мошенническим номерам и звонкам. Также в ComNews Research отметили сильные стороны других операторов: У МТС — широкий перечень услуг безопасности в рамках базовых и бесплатных услуг, а также предлагает наибольшую максимальную сумму покрытия по услуге «Страхования от мошенничества». Также МТС имеет наибольший охват сервиса мобильный скоринг. МегаФон, в свою очередь, имеет самое широкое предложение бесплатных услуг безопасности в рамках сервисов «Ева» и «Ева+». Подписаться",какой оператор самый безопасный согласно исследованию comnews research информационная безопасность абонентов сотовой связи билайн второй год подряд признан самым безопасным оператором среди большой четвёрки аналитики в числе прочего отметили у оператора собственную антифрод платформу сбалансированное предложение услуг безопасности сильные механизмы защиты от методов социальной инженерии наличие группы быстрого реагирования на мошеннические инциденты количество банков с которыми налажен обмен информацией по мошенническим номерам и звонкам также в comnews research отметили сильные стороны других операторов у мтс широкий перечень услуг безопасности в рамках базовых и бесплатных услуг а также предлагает наибольшую максимальную сумму покрытия по услуге страхования от мошенничества также мтс имеет наибольший охват сервиса мобильный скоринг мегафон в свою очередь имеет самое широкое предложение бесплатных услуг безопасности в рамках сервисов ева и ева подписаться
2025-10-29T08:01:38+00:00,3,За безопасность ФСБ потребовала от банков до 2027 года установить системы оперативно-розыскных мероприятий для хранения переписки и контента пользователей. Детали: ↖ https://kod.ru/sistemy-slezheniya-za-perepiskoi,за безопасность фсб потребовала от банков до года установить системы оперативно розыскных мероприятий для хранения переписки и контента пользователей детали
2025-10-29T05:33:06+00:00,0,"Среда. Немного новостей: — OpenAI раздаст годовую подписку на ChatGPT, но только пользователям одной страны https://kod.ru/openai-razdast-podpisku-na-chatgpt — В YouTube появится 20 видов кнопки «Мне нравится» https://kod.ru/youtube-dobavil-20-vidov-like $2,27 | $112,5K | ₽79,67",среда немного новостей openai раздаст годовую подписку на chatgpt но только пользователям одной страны в youtube появится видов кнопки мне нравится k
2025-10-28T10:01:27+00:00,1,"Что-то новенькое В Москве на конференции, посвящённой новой Алисе AI, Яндекс анонсировал выход носимых ИИ-устройств для работы с ассистентом. Подробности: ↖ https://kod.ru/yandex-alisa-ai-nosimy-gadget",что то новенькое в москве на конференции посвящённой новой алисе ai яндекс анонсировал выход носимых ии устройств для работы с ассистентом подробности
